date,time,ng,nf,sg,sf,remarks
1,3:25,4,16,1,5,肉眼黒点＝1
2,,,,,,C
3,,,,,,C
4,,,,,,C-R
5,,,,,,C
6,3:51,2,16,1,29,
7,5:00,2,11,2,33,
8,5:58,3,20,2,64,
9,4:50,2,14,2,62,
10,,,,,,C
11,,,,,,C
12,,,,,,C
13,,,,,,R
14,,,,,,C
15,5:10,4,48,2,7,
16,,,,,,R
17,,,,,,C
18,3:30,7,56,1,4,
19,,,,,,M
20,,,,,,M
21,3:00,6,41,1,2,
22,3:30,7,45,1,2,
23,3:20,7,55,2,3,
24,3:30,7,70,2,4,
25,1:23,6,87,2,4,
26,,,,,,R-C
27,,,,,,C
28,3:27,6,128,1,2,肉眼黒点＝2
29,3:20,6,,2,,M
30,,,,,,C
31,3:22,8,86,2,11,
