date,time,ng,nf,sg,sf,remarks
1,13:00,3,72,4,7,
2,10:45,3,59,3,9,
3,,,,,,C
4,,,,,,M
5,12:50,2,49,1,1,
6,,,,,,
7,,,,,,
8,12:00,2,18,2,10,
9,,,,,,C
10,,,,,,C
11,,,,,,C
12,13:00,1,3,1,12,
13,12:00,0,0,1,8,
14,11:05,0,0,2,14,
15,10:45,0,0,2,8,
16,15:00,0,0,2,9,
17,10:30,0,0,3,22,
18,13:20,1,2,3,27,
19,14:45,0,0,3,23,
20,11:05,0,0,2,20,
21,11:10,0,0,2,21,
22,11:15,1,2,2,14,
23,12:45,1,3,2,14,
24,,,,,,C
25,,,,,,C
26,,,,,,C
27,11:55,3,9,1,5,
28,11:55,4,20,2,6,
29,,,,,,C
30,13:20,4,43,1,5,
31,13:40,3,47,0,0,
