date,time,ng,nf,sg,sf,remarks
1,1:40,2,14,2,8,
2,3:35,1,24,2,7,
3,5:04,1,26,2,22,
4,4:30,2,29,2,41,
5,2:20,2,23,1,30,
6,,,,,,R-C
7,,,,,,R
8,3:50,3,27,1,27,
9,2:30,2,14,1,12,
10,1:50,3,11,0,0,
11,,,,,,C
12,,,,,,R
13,2:20,1,3,0,0,
14,2:20,1,3,0,0,
15,3:10,1,2,0,0,
16,,,,,,C-R
17,,,,,,R
18,4:30,1,2,0,0,
19,4:05,1,2,0,0,
20,3:10,1,2,0,0,
21,2:10,1,2,1,2,
22,,,,,,C
23,4:15,0,0,1,2,
24,1:50,0,0,1,2,
25,2:55,0,0,2,5,
26,3:00,1,5,2,9,
27,,,,,,C
28,,,,,,R
29,3:50,1,5,2,9,
30,3:40,1,6,2,7,
