date,time,ng,nf,sg,sf,remarks
1,,,,,,M
2,0:45,3,17,8,106,naked eye=1c
3,2:33,4,15,8,78,
4,,,,,,R
5,2:43,6,19,5,71,
6,1:47,6,22,5,59,
7,0:38,7,14,5,38,
8,0:18,8,23,5,37,
9,,,,,,R
10,2:09,5,41,4,26,
11,2:21,6,52,4,21,
12,1:33,5,55,5,27,
13,1:21,3,37,3,24,
14,,,,,,C
15,,,,,,M
16,4:04,7,49,4,32,
17,2:55,5,50,2,12,
18,2:12,7,52,2,3,
19,1:40,6,53,0,0,
20,0:21,7,63,0,0,
21,,,,,,R
22,4:43,6,67,3,12,
23,1:51,7,64,3,12,
24,2:01,6,58,3,14,naked eye=1c
25,,,,,,R
26,,,,,,M
27,4:15,5,61,6,24,
28,1:54,6,41,4,21,
29,0:28,9,53,5,27,
30,,,,,,M
31,,,,,,R
