date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,3:59,1,2,5,46,
3,4:44,1,1,7,60,
4,2:15,1,1,7,64,
5,4:20,0,0,8,56,
6,,,,,,C
7,7:10,0,0,7,36,
8,2:42,0,0,7,44,
9,2:36,1,4,6,25,
10,,,,,,R
11,6:33,2,23,3,13,
12,2:52,2,44,3,10,
13,,,,,,C-R
14,4:10,2,72,3,8,
15,,,,,,C
16,3:38,4,90,4,19,
17,,,,,,C
18,2:06,4,82,2,39,
19,4:10,2,70,2,43,
20,4:56,3,40,2,62,
21,3:07,3,25,2,61,
22,,,,,,C
23,2:29,5,20,7,84,
24,2:24,5,25,7,104,
25,3:06,5,33,6,120,
26,3:50,6,64,4,232,
27,,,,,,M
28,4:38,6,55,7,146,
29,2:05,5,47,6,150,
30,,,,,,M
31,3:07,5,25,5,161,
