date,time,ng,nf,sg,sf,remarks
1,4:09,1,10,0,0,15
2,1:22,1,20,0,0,19
3,2:35,1,21,0,0,19
4,1:09,1,16,0,0,16
5,2:00,1,11,0,0,18
6,0:14,0,0,1,1,7
7,1:13,1,4,0,0,7
8,1:11,0,0,1,4,26
9,,,,,,C
10,5:07,0,0,1,30,23
11,0:28,0,0,1,33,25
12,0:59,2,7,1,36,48
13,0:52,3,18,1,32,68
14,4:14,2,13,2,20,61
15,,,,,,C
16,4:03,3,13,2,11,49
17,1:00,3,9,2,14,44
18,5:43,2,4,2,12,37
19,1:33,1,2,2,12,25
20,3:16,0,0,1,3,10
21,6:42,0,0,1,4,9
22,0:19,0,0,1,4,9
23,3:26,0,0,1,2,9
24,3:26,0,0,1,2,8
25,0:44,0,0,1,2,8
26,0:31,0,0,1,2,8
27,1:44,0,0,0,0,0
28,0:34,0,0,0,0,0
