date,time,ng,nf,sg,sf,remarks
1,2:30,0,0,1,10,
2,1:56,0,0,1,14,
3,6:00,0,0,1,10,
4,2:11,0,0,1,6,
5,2:11,0,0,1,2,
6,2:49,0,0,0,0,
7,3:05,0,0,0,0,
8,3:09,1,2,0,0,
9,3:22,1,6,0,0,
10,2:48,2,17,0,0,
11,4:12,2,26,0,0,
12,,,,,,C
13,2:40,1,22,0,0,
14,,,,,,C
15,3:00,1,23,0,0,
16,,,,,,M
17,2:08,1,10,0,0,
18,3:05,1,5,0,0,
19,2:01,0,0,0,0,
20,2:50,0,0,0,0,
21,,,,,,R
22,2:08,0,0,1,10,
23,2:20,1,13,1,12,
24,2:32,1,13,1,17,
25,,,,,,C
26,2:58,1,4,1,11,
27,2:28,0,0,1,8,
28,,,,,,S-R
29,2:24,0,0,1,2,
30,0:53,0,0,1,1,
31,2:00,1,7,0,0,
