date,time,ng,nf,sg,sf,remarks
1,2:58,0,0,2,29,
2,,,,,,R
3,3:18,0,0,3,43,
4,3:30,0,0,3,51,
5,,,,,,R
6,2:56,0,0,5,48,
7,3:00,0,0,5,42,
8,5:50,0,0,4,27,
9,2:06,0,0,4,22,
10,,,,,,R
11,,,,,,R
12,3:00,0,0,5,17,
13,,,,,,C
14,2:30,0,0,4,9,
15,,,,,,C
16,5:57,0,0,2,5,
17,2:35,0,0,2,3,
18,2:02,0,0,2,2,
19,5:00,0,0,2,3,
20,3:46,0,0,1,2,
21,,,,,,M
22,0:00,0,0,1,3,
23,,,,,,C
24,2:28,0,0,1,8,
25,2:56,0,0,2,20,
26,,,,,,C
27,3:50,0,0,3,38,
28,3:38,0,0,2,40,
29,,,,,,C
30,2:54,1,1,2,29,
