date,time,ng,nf,sg,sf,remarks
1,4:30,0,0,0,0,
2,4:00,1,2,0,0,
3,2:58,1,8,0,0,
4,3:06,2,16,0,0,
5,2:53,1,14,0,0,
6,3:20,1,14,0,0,
7,,,,,,M
8,2:00,1,9,0,0,
9,4:29,1,7,0,0,
10,1:24,1,12,0,0,
11,2:25,1,9,1,2,
12,1:51,1,2,2,5,
13,3:03,1,2,2,25,
14,1:55,1,2,2,30,
15,2:40,1,5,2,28,
16,3:38,1,3,3,23,
17,4:35,1,4,3,18,
18,2:31,0,0,4,17,
19,,,,,,C
20,,,,,,M
21,,,,,,C
22,6:50,0,0,1,3,
23,2:26,1,3,2,6,
24,4:09,0,0,1,6,
25,3:57,0,0,1,9,
26,1:49,0,0,1,7,
27,3:05,0,0,2,5,
28,2:38,0,0,1,3,
29,,,,,,M
30,2:00,1,2,2,6,
31,3:57,1,2,2,23,
