date,time,ng,nf,sg,sf,remarks
1,2:02,7,40,3,77,
2,,,,,,M
3,,,,,,R
4,2:30,7,46,5,60,
5,3:18,8,53,4,51,
6,1:49,7,37,5,39,
7,,,,,,M
8,2:24,3,16,6,48,
9,1:27,5,28,7,44,
10,1:51,6,43,5,33,
11,,,,,,R
12,2:00,4,36,5,33,
13,,,,,,R
14,3:03,3,29,4,32,
15,3:20,3,30,3,22,
16,,,,,,M
17,,,,,,M
18,,,,,,R
19,,,,,,M
20,,,,,,R
21,,,,,,C
22,,,,,,M
23,0:40,5,76,2,8,
24,3:48,6,73,3,13,
25,3:46,5,80,4,27,
26,5:15,5,58,4,31,
27,2:40,3,47,4,42,
28,,,,,,C
29,,,,,,M
30,2:02,7,61,5,85,
31,2:11,8,58,5,72,
