date,time,ng,nf,sg,sf,remarks
1,3:10,0,0,2,8,
2,5:01,0,0,2,24,
3,,,,,,M
4,2:04,0,0,2,39,
5,2:40,0,0,2,37,
6,2:25,0,0,2,33,
7,3:20,0,0,3,27,
8,3:10,0,0,3,28,
9,,,,,,R
10,,,,,,C
11,6:15,0,0,1,4,
12,3:35,0,0,1,4,
13,3:12,0,0,1,2,
14,,,,,,C-R
15,3:25,0,0,0,0,
16,3:01,0,0,0,0,
17,3:02,0,0,0,0,
18,,,,,,C
19,2:40,0,0,0,0,
20,3:10,0,0,0,0,
21,,,,,,C-R
22,,,,,,C
23,2:34,0,0,0,0,
24,,,,,,R
25,1:59,0,0,0,0,
26,3:50,0,0,1,3,
27,3:20,0,0,1,3,
28,3:49,0,0,1,4,
29,,,,,,R
30,6:00,0,0,2,10,
