date,time,ng,nf,sg,sf,remarks
1,3:20,2,25,1,8,肉眼黒点=1
2,3:18,2,20,1,8,肉眼黒点=1
3,3:34,1,15,1,2,肉眼黒点=1
4,3:38,1,5,2,3,
5,3:13,1,5,1,2,
6,3:14,2,4,1,7,
7,,,,,,M
8,3:30,1,4,2,11,
9,3:16,2,5,3,23,
10,3:20,2,9,3,39,
11,3:30,1,13,3,39,
12,,,,,,C
13,3:20,1,20,3,51,
14,3:18,1,7,3,55,
15,3:17,2,11,4,51,
16,3:16,2,8,4,51,
17,3:12,0,0,2,31,
18,3:10,1,2,2,26,
19,3:14,1,8,2,16,
20,3:15,1,16,1,2,
21,5:44,1,22,0,0,
22,3:14,2,19,0,0,
23,3:11,2,20,0,0,
24,2:42,2,20,0,0,
25,,,,,,M
26,3:15,2,18,0,0,
27,3:13,2,13,1,4,
28,,,,,,C
29,,,,,,R
30,3:16,2,13,1,39,
31,,,,,,R
