date,time,ng,nf,sg,sf,remarks
1,3:18,1,7,2,7,
2,3:17,2,6,2,6,
3,,,,,,C-R
4,3:20,4,17,3,7,
5,3:13,7,28,2,13,
6,7:00,8,57,5,39,
7,2:45,9,71,5,36,
8,3:00,7,82,2,57,肉眼黒点＝2
9,5:20,7,80,2,57,肉眼黒点＝2
10,3:00,7,87,2,56,肉眼黒点＝2
11,6:10,6,62,3,64,肉眼黒点＝2
12,,,,,,C
13,4:00,8,53,3,57,肉眼黒点＝2
14,3:40,7,46,5,41,肉眼黒点＝2
15,2:10,6,54,4,34,
16,3:15,6,33,5,30,
17,,,,,,C
18,,,,,,R-C
19,,,,,,C
20,3:00,6,49,1,1,
21,,,,,,C
22,,,,,,C
23,,,,,,
24,3:40,5,10,1,3,
25,3:13,3,11,3,4,
26,,,,,,C
27,,,,,,R
28,3:32,3,12,1,11,
29,,,,,,
30,,,,,,
