date,time,ng,nf,sg,sf,remarks
1,12:15,2,8,0,0,
2,,,,,,
3,,,,,,
4,,,,,,
5,12:10,1,5,0,0,
6,,,,,,
7,,,,,,
8,,,,,,
9,12:25,1,6,0,0,
10,12:15,1,8,0,0,
11,12:10,0,0,0,0,
12,12:10,0,0,0,0,
13,12:40,0,0,0,0,
14,12:10,0,0,0,0,
15,,,,,,
16,12:20,1,6,0,0,
17,,,,,,
18,12:25,2,33,0,0,
19,12:20,2,48,0,0,
20,11:20,2,54,0,0,
21,12:20,1,38,0,0,
22,,,,,,
23,,,,,,
24,12:20,1,11,0,0,
25,12:15,1,11,0,0,
26,12:15,1,4,0,0,
27,12:40,1,4,0,0,
28,,,,,,
29,,,,,,
30,12:40,2,36,0,0,
31,,,,,,
