date,time,ng,nf,sg,sf,remarks
1,6:09,5,117,1,8,
2,4:10,5,100,2,22,
3,,,,,,C-R
4,5:15,4,83,4,44,
5,,,,,,M
6,,,,,,R
7,4:09,4,30,5,104,
8,3:19,7,54,4,115,
9,4:10,9,46,4,123,
10,,,,,,C
11,2:07,8,39,6,105,
12,4:08,7,26,4,85,
13,,,,,,C
14,3:44,5,19,5,72,
15,2:50,6,27,4,50,
16,3:37,6,33,3,26,
17,6:00,5,30,3,27,
18,2:51,7,36,3,39,
19,2:55,4,27,4,36,
20,2:13,4,15,4,53,
21,,,,,,M
22,3:57,4,19,4,53,
23,2:23,4,24,4,44,
24,,,,,,M
25,2:21,3,31,7,39,
26,3:31,3,50,5,25,
27,3:25,3,60,2,12,
28,3:12,4,82,3,24,
29,4:45,5,80,4,33,
30,4:19,7,71,4,33,
