date,time,ng,nf,sg,sf,remarks
1,1:24,6,82,2,13,
2,3:12,4,66,1,7,
3,2:36,3,59,1,3,
4,1:30,3,42,2,5,
5,,,,,,M
6,,,,,,M
7,3:20,2,13,2,6,
8,3:33,1,7,3,13,
9,1:45,1,4,3,17,
10,,,,,,M
11,1:46,2,4,3,7,
12,2:39,1,2,1,2,
13,1:36,1,2,2,24,
14,2:10,2,11,3,33,
15,,,,,,S
16,2:56,5,57,1,43,
17,3:03,3,62,1,47,
18,4:06,3,71,2,45,
19,,,,,,C-S
20,3:10,4,67,2,41,
21,4:20,4,53,2,46,
22,3:12,5,59,3,43,
23,2:25,3,49,2,47,
24,,,,,,R
25,,,,,,C
26,1:48,2,9,1,2,
27,3:02,2,5,1,5,
28,2:02,6,20,0,0,
29,2:16,3,7,0,0,
30,1:57,2,21,0,0,
31,4:48,3,16,0,0,
