date,time,ng,nf,sg,sf,remarks
1,3:30,2,54,3,17,肉眼黒点＝1
2,3:18,2,58,3,15,肉眼黒点＝1
3,3:21,2,60,4,13,肉眼黒点＝1
4,3:16,1,45,2,7,不確実
5,3:17,2,52,2,9,
6,3:17,3,46,1,5,
7,1:11,4,37,2,7,
8,3:14,4,23,1,2,
9,3:10,3,12,1,2,不確実
10,3:20,2,12,2,3,
11,3:13,2,6,4,6,
12,3:09,4,11,2,4,
13,3:06,5,15,2,4,
14,0:20,5,34,1,2,
15,,,,,,S
16,3:10,3,26,3,8,
17,,,,,,R
18,3:14,3,14,3,28,
19,3:12,3,7,4,38,
20,3:17,4,9,5,38,
21,0:30,3,13,5,47,
22,3:13,3,7,5,62,
23,,,,,,R
24,3:18,3,18,5,57,肉眼黒点＝1
25,3:16,3,13,5,33,
26,3:10,4,20,3,18,不確実
27,3:12,3,22,3,22,
28,0:50,4,31,3,18,
