date,time,ng,nf,sg,sf,remarks
1,0:02,0,0,1,3,15
2,,,,,,R
3,2:00,1,9,1,1,22
4,,,,,,C
5,,,,,,R
6,0:38,1,7,0,0,16
7,3:45,1,6,0,0,12
8,3:07,1,6,1,1,19
9,3:54,2,6,1,1,25
10,4:01,2,9,1,4,29
11,2:53,2,7,1,4,34
12,0:29,2,4,2,10,35
13,0:16,2,3,2,9,26
14,0:45,1,2,2,8,33
15,,,,,,R
16,4:10,0,0,1,15,21
17,0:03,0,0,1,14,20
18,3:16,0,0,1,6,12
19,0:04,0,0,0,0,0
20,0:03,0,0,1,2,11
21,1:16,0,0,1,6,14
22,,,,,,C
23,3:39,0,0,1,1,7
24,2:44,0,0,0,0,7
25,,,,,,R
26,,,,,,C
27,0:13,1,1,1,1,13
28,3:55,0,0,1,3,16
29,3:07,1,8,1,1,20
30,,,,,,C
31,1:40,2,38,0,0,40
