date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,,,,,,C
3,,,,,,C
4,3:20,2,10,3,17,60
5,3:50,3,11,3,21,85
6,,,,,,M
7,3:40,4,42,3,22,81
8,,,,,,R
9,,,,,,C
10,,,,,,M
11,3:20,3,105,1,29,110
12,,,,,,R
13,,,,,,C
14,3:22,1,75,1,7,63
15,,,,,,C
16,3:16,1,41,0,0,41
17,3:15,1,30,0,0,28
18,,,,,,C
19,,,,,,R
20,3:11,1,7,0,0,11
21,3:13,1,8,0,0,12
22,,,,,,R
23,3:12,0,0,1,1,7
24,3:12,0,0,1,2,7
25,3:13,0,0,1,2,8
26,3:14,0,0,2,6,16
27,,,,,,R
28,3:14,0,0,2,8,27
29,3:16,0,0,2,5,22
30,,,,,,M
31,,,,,,C
