date,time,ng,nf,sg,sf,remarks
1,0:06,3,8,0,0,
2,1:05,2,10,0,0,
3,2:53,1,6,0,0,
4,1:19,1,2,0,0,
5,,,,,,M
6,0:04,0,0,3,14,
7,0:24,0,0,3,19,
8,0:05,0,0,3,22,
9,3:06,2,15,3,23,
10,0:01,2,20,4,30,
11,,,,,,R-C
12,2:35,2,17,3,23,
13,0:06,2,10,2,21,
14,1:40,1,9,2,12,
15,4:50,1,7,3,9,
16,,,,,,M
17,,,,,,M
18,3:44,1,3,2,13,
19,1:51,1,3,1,17,
20,4:09,0,0,1,22,
21,3:52,0,0,1,13,
22,2:26,0,0,1,6,
23,4:14,1,2,1,7,
24,3:07,1,3,1,2,
25,3:17,1,4,1,3,
26,2:52,2,3,1,3,
27,4:15,0,0,0,0,
28,4:40,0,0,0,0,
29,1:19,1,1,0,0,
30,3:35,1,5,0,0,
31,1:33,1,2,0,0,
