date,time,ng,nf,sg,sf,remarks
1,13:00,10,47,7,81,
2,13:00,8,44,7,80,
3,,,,,,M
4,,,,,,M
5,,,,,,M
6,,,,,,M
7,,,,,,M
8,,,,,,M
9,,,,,,M
10,13:30,8,68,7,39,
11,,,,,,R
12,13:30,7,71,6,56,
13,14:00,6,65,6,60,
14,12:30,8,67,5,64,
15,,,,,,M
16,9:30,7,36,3,28,
17,,,,,,R
18,14:30,8,70,3,12,萬夫氏代理
19,10:50,6,79,3,16,
20,10:10,6,49,4,22,
21,13:50,6,93,5,34,萬夫氏代理
22,13:35,6,102,8,78,
23,14:30,7,80,9,112,
24,13:25,4,36,8,69,
25,13:45,6,35,7,112,
26,,,,,,C
27,13:10,3,,8,,M
28,,,,,,M
29,12:30,5,12,10,102,
30,11:20,3,23,10,131,
