date,time,ng,nf,sg,sf,remarks
1,1:00,3,21,5,21,
2,3:41,3,10,4,19,
3,,,,,,M
4,2:33,1,3,4,12,
5,3:07,1,3,4,11,
6,,,,,,C
7,,,,,,M
8,3:00,2,10,2,34,
9,3:12,2,25,1,41,
10,3:13,2,20,2,35,
11,3:10,3,18,1,22,
12,,,,,,M
13,3:10,4,13,1,15,
14,3:40,4,12,1,8,
15,3:34,4,12,2,8,
16,0:50,5,13,1,1,
17,3:18,4,12,1,7,
18,5:40,4,9,2,20,
19,3:20,4,7,2,39,
20,,,,,,C
21,,,,,,C
22,,,,,,C
23,,,,,,C
24,,,,,,C
25,3:20,2,16,2,116,肉眼黒点＝2
26,3:20,2,11,3,102,肉眼黒点＝2
27,3:18,0,0,2,67,
28,3:12,0,0,2,58,
29,0:00,0,0,2,28,
30,,,,,,R
31,,,,,,R
