date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,2:42,1,4,6,35,
3,2:46,2,7,7,41,
4,5:20,2,5,4,45,
5,2:30,2,11,4,54,
6,3:01,4,20,4,50,
7,2:23,2,14,2,48,
8,,,,,,C-S
9,,,,,,C
10,2:32,3,20,3,31,
11,2:50,3,17,3,28,
12,2:06,3,6,5,30,
13,2:07,3,5,5,28,
14,,,,,,C
15,3:04,2,8,3,15,
16,2:45,1,3,5,14,
17,2:23,1,3,5,11,
18,5:34,2,9,6,14,
19,2:51,1,6,6,17,
20,,,,,,C
21,,,,,,M
22,2:22,1,14,9,29,
23,2:56,1,14,8,30,
24,2:40,1,15,5,14,
25,,,,,,C
26,2:42,1,2,5,18,
27,2:40,0,0,3,14,
28,2:56,1,2,3,12,
29,3:49,1,8,4,27,
30,,,,,,R
31,2:23,1,10,1,24,
