date,time,ng,nf,sg,sf,remarks
1,4:05,3,41,6,24,
2,3:53,4,38,6,28,
3,,,,,,C
4,3:40,7,32,4,24,
5,,,,,,M
6,2:41,6,19,4,19,
7,,,,,,C
8,3:08,7,20,4,11,
9,2:47,7,30,4,12,
10,3:35,7,23,5,10,
11,3:43,7,21,6,16,
12,3:50,6,23,4,17,
13,3:30,9,25,5,20,
14,,,,,,C
15,,,,,,R
16,,,,,,R
17,,,,,,R
18,2:45,3,17,6,33,
19,1:20,4,18,8,58,
20,7:54,7,22,6,49,
21,2:42,6,23,8,52,
22,1:35,6,37,6,40,
23,2:35,5,21,6,36,
24,,,,,,M
25,,,,,,R
26,,,,,,R
27,4:09,1,23,6,39,
28,,,,,,C
29,,,,,,C
30,,,,,,R
