date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,5:10,0,0,3,33,
3,3:17,0,0,4,43,
4,3:02,0,0,4,48,
5,1:40,0,0,3,40,
6,,,,,,C-R
7,2:02,0,0,3,40,
8,4:30,1,2,2,30,
9,4:30,2,10,2,43,
10,2:58,2,15,4,51,
11,3:49,2,13,5,62,
12,,,,,,C-R
13,3:10,1,19,4,43,
14,,,,,,M
15,4:42,1,12,2,21,
16,4:03,1,8,2,30,
17,3:05,1,6,1,28,
18,,,,,,C
19,3:20,1,2,1,1,
20,4:40,2,3,0,0,
21,3:15,1,2,0,0,
22,,,,,,C
23,2:40,1,5,1,5,
24,2:36,1,4,1,12,
25,4:17,1,7,1,15,
26,4:37,1,6,2,22,
27,3:16,1,4,2,43,
28,2:30,1,3,2,37,
29,2:30,2,4,2,36,
30,,,,,,C
31,4:19,2,9,3,28,
