date,time,ng,nf,sg,sf,remarks
1,4:28,3,23,4,17,
2,3:33,4,23,4,9,
3,3:45,4,21,6,21,
4,3:11,4,36,6,27,
5,3:15,5,50,7,22,
6,,,,,,C-S
7,4:00,5,50,9,40,
8,3:30,4,47,7,26,
9,3:22,4,46,8,29,
10,3:49,5,32,9,43,
11,3:38,7,21,10,43,
12,3:29,3,13,9,48,
13,3:40,2,9,8,42,
14,3:11,3,7,9,56,
15,,,,,,M
16,,,,,,M
17,3:30,1,3,9,58,
18,3:56,2,5,8,61,
19,4:00,2,5,5,50,
20,,,,,,S-C
21,3:30,3,8,4,55,
22,3:11,4,10,5,67,
23,3:20,4,25,3,40,
24,,,,,,M
25,3:16,6,58,6,50,
26,,,,,,C
27,3:00,6,53,5,94,
28,3:57,6,39,3,99,
29,3:10,9,56,6,100,
