date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,,,,,,C
3,2:11,4,10,7,46,
4,0:21,1,8,6,41,
5,2:44,2,13,7,44,
6,,,,,,M
7,1:59,2,7,9,42,
8,1:41,3,15,6,39,
9,2:03,3,45,4,34,
10,4:50,3,54,5,21,
11,1:37,2,64,6,22,naked eye=2c
12,2:35,3,78,5,23,"naked eye=1b,1c"
13,1:37,4,81,6,45,"naked eye=1a,1c"
14,2:58,4,77,5,48,"naked eye=1b,1c"
15,2:09,2,57,5,50,"naked eye=1b,1c"
16,2:03,2,58,6,58,naked eye=1b
17,,,,,,C-S
18,2:00,3,38,5,54,
19,2:22,3,32,7,66,
20,2:29,3,28,4,41,
21,,,,,,S
22,,,,,,C
23,1:53,3,18,6,66,
24,3:03,3,19,5,95,
25,2:33,3,16,8,123,naked eye=1c
26,1:31,3,21,8,144,naked eye=2c
27,,,,,,M
28,2:31,8,46,7,167,naked eye=3c
29,2:16,5,45,7,183,naked eye=3c
30,1:35,6,57,7,192,"naked eye=1a,2c"
31,1:27,5,44,7,179,"naked eye=1a,1c"
