date,time,ng,nf,sg,sf,remarks
1,,,,,,M
2,,,,,,R
3,12:25,2,9,3,18,
4,12:15,1,10,2,3,
5,11:15,2,16,1,1,
6,12:30,2,21,1,6,
7,12:30,2,27,1,15,
8,12:30,2,20,1,13,
9,12:45,2,15,1,9,
10,,,,,,M
11,,,,,,M
12,,,,,,M
13,10:05,5,26,0,0,
14,,,,,,M
15,,,,,,C
16,14:30,4,40,0,0,
17,13:05,3,47,0,0,
18,11:35,6,45,0,0,
19,,,,,,M
20,12:20,5,48,1,3,
21,11:40,4,51,1,3,
22,11:05,4,53,1,3,
23,12:30,5,46,1,2,
24,,,,,,M
25,,,,,,M
26,,,,,,C
27,,,,,,C
28,14:45,1,1,2,3,
29,12:45,2,17,0,0,
30,13:05,2,18,0,0,
31,,,,,,M
