date,time,ng,nf,sg,sf,remarks
1,3:14,3,52,4,12,
2,,,,,,C
3,,,,,,C
4,,,,,,R
5,8:16,5,23,6,81,
6,3:20,3,24,4,96,肉眼黒点＝1
7,,,,,,C
8,,,,,,R
9,3:26,1,3,3,61,肉眼黒点＝1
10,3:20,2,5,4,39,
11,9:00,1,1,4,41,
12,,,,,,C
13,3:30,0,0,2,40,
14,3:13,1,3,3,53,
15,3:20,2,10,3,44,
16,3:20,2,13,6,67,
17,,,,,,C
18,,,,,,M
19,3:13,1,10,5,63,肉眼黒点＝1
20,3:15,2,16,4,58,肉眼黒点＝1
21,3:18,5,18,4,58,肉眼黒点＝1
22,3:16,4,29,3,42,肉眼黒点＝1
23,3:14,5,35,3,34,肉眼黒点＝1
24,3:10,5,29,2,30,
25,,,,,,C
26,2:13,5,30,2,7,
27,,,,,,C
28,,,,,,R
29,,,,,,M
30,3:30,5,54,2,4,
