date,time,ng,nf,sg,sf,remarks
1,3:11,3,9,0,0,25
2,3:10,1,3,0,0,16
3,3:20,0,0,0,0,16
4,,,,,,C
5,3:11,1,4,0,0,18
6,,,,,,R
7,,,,,,R
8,,,,,,M
9,,,,,,C
10,3:58,2,10,0,0,30
11,3:18,2,18,1,1,37
12,3:16,2,13,2,5,38
13,3:14,1,6,2,4,30
14,3:13,1,4,2,5,42
15,3:12,1,3,2,3,37
16,,,,,,C
17,3:08,0,0,2,7,20
18,3:48,0,0,2,6,32
19,3:30,0,0,3,7,20
20,3:13,0,0,1,3,9
21,,,,,,27
22,,,,,,21
23,3:27,1,7,1,2,C
24,3:20,1,7,1,2,C
25,,,,,,S
26,,,,,,17
27,,,,,,19
28,3:10,1,3,1,2,C
29,2:50,1,7,1,2,C
30,,,,,,
31,,,,,,
