date,time,ng,nf,sg,sf,remarks
1,,,,,,M
2,14:05,11,89,3,57,256
3,15:45,10,83,4,42,202
4,,,,,,M
5,9:40,7,60,4,26,145
6,,,,,,M
7,11:10,7,46,3,21,135
8,,,,,,R
9,13:05,7,54,2,16,157
10,,,,,,
11,11:30,5,65,2,14,155
12,16:30,5,78,4,41,170
13,,,,,,R
14,,,,,,R
15,15:25,7,70,5,38,161
16,10:15,4,43,3,16,130
17,,,,,,R
18,12:55,3,30,2,18,100
19,9:20,4,26,5,37,120
20,11:55,4,26,4,39,149
21,13:00,4,20,5,42,143
22,11:00,5,24,4,38,157
23,11:45,5,45,4,44,143
24,,,,,,M
25,,,,,,R
26,,,,,,R
27,11:40,4,24,3,21,102
28,12:15,3,16,3,21,91
29,,,,,,R
30,15:10,5,19,2,19,86
