date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,3:49,5,26,6,25,
3,4:52,5,25,4,19,
4,,,,,,M
5,,,,,,R
6,3:59,5,34,5,52,naked eye=1c
7,4:30,3,33,3,66,
8,,,,,,R
9,2:27,2,18,5,52,
10,1:23,4,13,4,40,
11,,,,,,M
12,,,,,,C
13,,,,,,C-R
14,,,,,,C-R
15,,,,,,R-C
16,3:24,3,16,2,14,
17,3:51,4,15,1,14,
18,,,,,,M
19,,,,,,C-R
20,,,,,,R-C
21,2:32,2,47,2,27,naked eye=1C
22,2:39,2,50,3,41,naked eye=1C
23,3:29,2,52,3,38,naked eye=1C
24,,,,,,R
25,1:43,4,31,4,62,naked eye=1C
26,2:30,4,24,4,68,naked eye=1a
27,2:34,4,17,6,75,naked eye=1b
28,2:14,3,7,6,102,naked eye=1b
29,,,,,,R
30,2:23,1,6,5,71,
31,-15,1,4,5,65,
