date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,3:16,3,8,2,14,
3,,,,,,C
4,,,,,,S
5,3:20,2,20,2,7,
6,,,,,,S
7,3:12,1,2,3,18,
8,3:11,1,2,5,21,
9,,,,,,C
10,,,,,,S
11,,,,,,C
12,3:24,2,13,2,26,
13,1:30,2,21,3,30,
14,3:21,2,11,5,26,
15,3:23,2,7,6,69,
16,,,,,,C
17,3:25,4,25,7,82,
18,3:22,5,47,5,84,
19,,,,,,C
20,2:46,5,75,6,64,肉眼黒点＝1
21,3:23,3,78,6,46,肉眼黒点＝1
22,3:24,3,79,5,38,肉眼黒点＝1
23,,,,,,C
24,3:23,2,71,3,44,肉眼黒点＝2
25,3:20,3,50,2,37,肉眼黒点＝1
26,,,,,,R
27,,,,,,C
28,,,,,,M
29,3:18,3,13,5,35,
