date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,3:47,6,34,2,9,
3,3:22,5,26,1,2,
4,3:19,5,21,3,13,
5,,,,,,C
6,0:48,6,18,1,7,
7,,,,,,R
8,3:07,4,21,4,10,
9,,,,,,C
10,,,,,,R
11,4:49,4,14,3,31,
12,1:54,2,5,3,44,
13,2:41,1,3,6,73,
14,1:20,1,3,7,80,
15,,,,,,C
16,,,,,,C
17,,,,,,R-C
18,3:28,1,2,7,75,
19,,,,,,C
20,3:28,1,6,6,80,
21,2:09,2,11,6,86,
22,,,,,,M
23,4:00,3,14,3,47,
24,3:45,3,16,2,38,
25,3:21,2,10,3,33,
26,2:26,2,10,4,24,
27,3:32,1,3,3,23,
28,0:05,2,4,6,34,
29,3:25,1,2,4,43,
30,,,,,,M
