date,time,ng,nf,sg,sf,remarks
1,4:09,8,46,6,73,
2,1:47,9,63,5,62,
3,1:27,9,76,5,60,
4,2:36,8,87,4,58,
5,1:50,7,87,4,45,
6,,,,,,R
7,,,,,,C
8,,,,,,R
9,,,,,,C
10,,,,,,R
11,3:09,7,50,4,12,
12,3:41,5,39,5,17,
13,3:57,5,43,6,19,
14,2:00,5,33,3,20,
15,2:21,4,17,4,16,
16,4:37,6,19,4,16,
17,4:12,3,11,5,32,
18,3:20,4,11,5,32,
19,4:50,5,19,6,44,
20,,,,,,R
21,,,,,,M
22,4:50,4,41,7,46,
23,4:03,5,60,4,32,
24,,,,,,R
25,,,,,,C
26,,,,,,C
27,,,,,,R
28,3:52,6,38,6,33,
29,,,,,,M
30,4:02,8,44,4,17,
