date,time,ng,nf,sg,sf,remarks
1,3:31,0,0,2,6,
2,3:30,0,0,1,9,
3,4:40,0,0,1,12,
4,,,,,,C
5,2:42,2,15,1,24,
6,3:50,3,23,1,24,
7,,,,,,M
8,3:26,3,37,4,28,
9,,,,,,C
10,2:59,2,35,4,14,
11,3:07,4,46,5,12,
12,,,,,,C
13,2:50,4,37,3,8,
14,2:20,3,28,4,12,
15,4:00,2,18,4,12,
16,,,,,,R-C
17,2:50,2,8,4,9,
18,5:00,1,2,5,13,
19,5:30,1,2,3,7,
20,3:52,1,3,2,3,
21,2:41,0,0,2,3,
22,2:32,2,11,1,2,
23,3:05,2,7,2,4,
24,8:30,1,9,3,13,
25,2:20,1,5,4,10,
26,2:56,1,3,3,6,
27,2:50,1,2,0,0,
28,3:50,0,0,1,2,
29,,,,,,C
30,3:32,0,0,1,2,
31,2:56,0,0,1,2,
