date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,,,,,,R
3,1:50,2,20,2,12,
4,1:29,2,32,2,11,
5,,,,,,C
6,1:00,2,27,1,10,
7,,,,,,C
8,3:14,3,34,1,8,
9,0:56,3,29,1,2,
10,2:39,2,20,0,0,
11,0:12,1,14,0,0,
12,,,,,,M
13,,,,,,M
14,m1:04,1,5,2,32,
15,2:15,1,4,1,28,
16,3:48,1,6,1,30,
17,,,,,,S
18,,,,,,R-C
19,1:23,3,25,2,52,
20,0:08,3,24,2,48,
21,,,,,,C
22,,,,,,S-R
23,2:48,2,22,2,27,
24,2:25,2,16,2,18,
25,,,,,,C
26,,,,,,S
27,0:38,3,51,2,16,
28,1:08,3,58,2,27,
29,,,,,,C
30,,,,,,C
31,,,,,,C
