date,time,ng,nf,sg,sf,remarks
1,3:20,0,0,4,18,
2,,,,,,C
3,2:20,2,4,6,27,
4,2:53,2,4,4,29,
5,,,,,,C
6,,,,,,R
7,4:00,2,25,2,11,
8,,,,,,C
9,,,,,,C-R
10,4:11,1,35,3,8,
11,3:38,2,49,2,7,
12,3:50,3,42,1,4,
13,,,,,,M
14,3:10,4,37,2,6,
15,,,,,,R
16,3:55,4,31,4,12,
17,3:50,4,26,1,4,
18,3:06,4,46,1,3,
19,3:02,4,44,2,4,
20,,,,,,M
21,2:08,4,35,2,11,
22,,,,,,C-R
23,3:58,4,20,1,2,
24,,,,,,M
25,,,,,,C-R
26,3:30,2,10,2,12,
27,4:33,3,16,2,21,
28,,,,,,M
29,3:20,2,5,2,26,
30,2:50,1,2,2,27,
31,2:40,1,1,2,17,
