date,time,ng,nf,sg,sf,remarks
1,3:22,6,61,4,8,
2,,,,,,M
3,3:20,8,69,2,7,肉眼黒点＝1
4,3:24,8,97,2,8,肉眼黒点＝1
5,3:24,8,87,4,11,肉眼黒点＝1
6,,,,,,M
7,3:23,6,76,6,23,肉眼黒点＝1
8,3:25,7,64,4,23,肉眼黒点＝1
9,3:24,7,51,5,21,
10,,,,,,C
11,3:16,4,22,5,23,
12,3:20,3,9,5,16,
13,,,,,,M
14,,,,,,C
15,3:18,2,13,6,23,
16,,,,,,C
17,,,,,,C
18,,,,,,R
19,,,,,,R
20,2:50,7,59,3,7,
21,3:17,6,79,1,6,
22,3:30,6,74,0,0,
23,,,,,,R
24,3:30,5,93,1,2,
25,,,,,,C
26,,,,,,C
27,4:24,5,50,2,9,
28,,,,,,C
29,,,,,,C
30,,,,,,C
