date,time,ng,nf,sg,sf,remarks
1,15:15,0,0,7,70,
2,13:18,0,0,8,61,
3,,,,,,C
4,12:48,2,6,8,72,
5,12:25,2,22,8,66,
6,,,,,,C
7,,,,,,C
8,12:35,4,69,5,55,
9,12:30,5,97,5,42,
10,12:28,4,106,7,37,
11,12:30,4,86,5,28,
12,12:30,4,102,4,20,
13,,,,,,C
14,,,,,,C
15,,,,,,C
16,12:30,3,32,1,2,
17,12:25,4,21,0,0,
18,12:22,3,14,1,3,
19,12:20,1,4,2,9,
20,12:22,1,4,1,11,
21,12:18,1,1,1,10,
22,12:20,1,1,2,12,
23,12:23,3,7,2,15,
24,12:20,3,10,3,10,
25,12:22,3,17,3,15,
26,12:22,3,24,4,22,
27,12:29,2,28,2,15,
28,11:25,4,58,2,12,
29,,,,,,C
30,,,,,,C
31,12:30,6,104,5,17,
