date,time,ng,nf,sg,sf,remarks
1,,,,,,C-R
2,3:00,1,5,5,13,
3,4:02,1,5,5,15,
4,2:50,1,3,4,13,
5,,,,,,R
6,3:12,3,16,3,6,
7,3:30,3,14,2,5,
8,3:13,2,9,3,11,
9,1:50,1,1,3,13,
10,,,,,,C
11,,,,,,R
12,3:11,0,0,2,32,
13,,,,,,C
14,3:18,0,0,4,16,
15,,,,,,S
16,3:16,1,5,2,22,
17,0:40,1,7,3,38,
18,3:17,1,4,3,49,
19,3:15,1,3,1,55,
20,,,,,,C
21,3:16,2,18,2,46,
22,3:18,2,15,3,42,
23,,,,,,M
24,,,,,,C
25,,,,,,C
26,3:20,3,6,4,46,
27,3:20,4,10,4,40,
28,3:21,3,9,6,38,
29,3:18,3,8,6,29,
30,3:50,2,5,5,24,
31,,,,,,M
