date,time,ng,nf,sg,sf,remarks
1,4:50,1,2,3,18,
2,,,,,,M
3,3:49,3,5,2,11,
4,2:03,2,5,4,20,
5,,,,,,C-R
6,,,,,,C
7,3:07,1,4,6,48,
8,,,,,,R
9,2:54,1,2,7,44,
10,1:36,0,0,7,42,
11,1:42,0,0,8,40,
12,0:56,1,4,6,22,
13,1:39,3,8,5,22,
14,3:48,5,13,6,15,
15,1:41,4,16,6,18,
16,,,,,,M
17,2:17,4,25,4,21,
18,,,,,,S
19,3:50,4,18,3,31,
20,5:15,3,14,3,23,
21,2:30,4,14,3,22,
22,3:24,4,11,3,16,
23,5:05,3,6,3,11,
24,2:51,4,8,1,9,
25,2:36,3,9,3,9,
26,1:05,3,23,5,16,
27,,,,,,M
28,,,,,,M
29,0:05,2,20,4,31,
30,,,,,,C
31,2:16,2,22,5,36,
