date,time,ng,nf,sg,sf,remarks
1,3:13,0,0,0,0,7
2,3:12,1,1,2,3,17
3,,,,,,M
4,2:32,1,4,1,9,21
5,,,,,,C
6,,,,,,R
7,3:16,3,7,1,6,34
8,3:13,2,6,0,0,53
9,3:14,4,19,1,1,60
10,3:16,3,19,2,5,61
11,,,,,,M
12,3:16,3,15,3,9,80
13,3:18,3,21,4,14,83
14,,,,,,R
15,3:16,3,14,3,20,74
16,3:17,3,6,2,25,54
17,3:42,2,3,2,16,36
18,,,,,,C
19,,,,,,R
20,,,,,,R
21,3:14,0,0,3,17,31
22,,,,,,C
23,3:11,1,3,3,5,33
24,,,,,,C
25,,,,,,M
26,3:14,2,18,1,2,37
27,3:13,2,30,0,0,肉眼黒点=136
28,3:20,2,21,1,1,肉眼黒点=137
