date,time,ng,nf,sg,sf,remarks
1,3:20,2,11,3,7,
2,5:18,3,7,1,8,
3,3:17,3,18,2,4,
4,,,,,,R
5,5:16,3,51,2,4,
6,,,,,,R
7,2:40,3,48,1,2,肉眼黒点＝1
8,3:24,3,62,1,1,肉眼黒点＝1
9,3:50,4,55,0,0,肉眼黒点＝1
10,4:10,4,45,0,0,
11,3:53,5,47,0,0,
12,3:44,5,53,0,0,
13,3:30,6,46,1,1,
14,3:20,6,58,0,0,
15,3:24,6,50,1,2,
16,3:22,5,43,2,6,
17,6:10,5,29,1,2,
18,2:44,3,18,1,2,
19,,,,,,R
20,3:40,3,15,0,0,
21,3:30,4,14,0,0,
22,3:00,3,11,0,0,
23,,,,,,M
24,,,,,,C
25,4:00,2,18,0,0,
26,3:10,1,24,0,0,
27,,,,,,R
28,3:50,2,16,1,32,
29,,,,,,C
30,4:50,4,36,1,14,
31,,,,,,C
