date,time,ng,nf,sg,sf,remarks
1,1:09,2,17,2,6,44
2,,,,,,C
3,3:24,1,10,1,6,22
4,,,,,,C
5,2:46,1,12,1,4,20
6,2:30,1,14,1,2,23
7,3:08,2,6,1,3,34
8,3:09,2,6,1,2,25
9,2:55,2,3,1,2,31
10,3:13,2,3,2,5,25
11,1:05,2,3,2,6,25
12,1:57,2,4,1,9,24
13,,,,,,M
14,3:39,3,11,1,2,24
15,3:18,1,6,3,10,33
16,,,,,,C
17,,,,,,R
18,1:13,4,42,3,8,50
19,2:07,3,40,2,3,51
20,3:45,3,33,0,0,31
21,3:14,2,23,0,0,28
22,,,,,,R
23,3:11,2,11,0,0,20
24,0:52,2,11,0,0,15
25,0:15,2,6,0,0,8
26,,,,,,R
27,2:48,2,2,0,0,14
28,3:50,1,2,0,0,7
29,1:59,1,2,0,0,10
30,2:11,1,3,1,6,24
