date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,0:46,4,19,1,3,
3,1:31,1,13,2,4,
4,,,,,,C
5,1:17,3,10,3,12,
6,0:08,4,7,1,9,
7,0:23,3,7,1,16,
8,,,,,,M
9,1:38,3,11,3,8,
10,,,,,,C
11,3:43,2,12,3,20,
12,,,,,,R
13,,,,,,R
14,,,,,,C
15,,,,,,R
16,0:19,3,35,5,49,
17,0:14,2,24,5,51,
18,4:43,3,13,5,39,
19,0:10,4,15,5,32,
20,,,,,,C
21,0:13,1,12,5,26,
22,,,,,,C
23,4:05,3,39,7,31,naked eye=1c
24,0:04,6,53,4,16,naked eye=1c
25,,,,,,R
26,3:28,4,61,3,23,
27,4:37,5,79,2,45,
28,,,,,,R
29,,,,,,M
30,5:07,5,27,6,62,
