date,time,ng,nf,sg,sf,remarks
1,0:35,2,36,3,87,
2,m1:41,3,45,3,81,
3,,,,,,C
4,3:15,3,53,2,70,
5,,,,,,M
6,1:45,4,27,1,50,
7,,,,,,M
8,4:50,7,37,1,8,
9,,,,,,M
10,,,,,,R
11,,,,,,R
12,1:41,6,67,2,12,
13,0:10,4,48,2,26,
14,,,,,,C
15,,,,,,R
16,,,,,,C
17,,,,,,C
18,0:57,2,7,6,90,
19,2:15,0,0,5,70,
20,,,,,,C-R
21,4:56,1,8,5,48,
22,2:50,2,11,5,39,
23,,,,,,C
24,,,,,,C
25,,,,,,C
26,4:37,1,5,2,23,
27,3:00,3,16,3,28,
28,,,,,,R
29,2:13,5,49,1,35,
30,1:30,5,70,1,31,
31,1:50,4,71,2,26,
