date,time,ng,nf,sg,sf,remarks
1,4:10,0,0,3,16,
2,4:25,0,0,4,20,
3,2:05,0,0,3,22,
4,2:55,0,0,3,19,
5,2:50,0,0,2,18,
6,2:14,0,0,3,19,
7,3:30,0,0,2,18,
8,0:58,0,0,1,9,
9,2:14,1,2,1,5,
10,3:12,1,3,0,0,
11,2:21,1,3,0,0,
12,,,,,,M
13,1:30,1,2,1,1,
14,2:40,1,3,1,1,
15,1:23,1,3,1,2,
16,3:39,1,2,2,6,
17,4:43,2,3,1,6,
18,1:50,1,2,1,16,
19,1:27,2,5,1,23,
20,2:17,2,9,1,29,
21,3:54,2,9,1,31,
22,2:07,1,11,2,29,
23,2:10,1,8,2,17,
24,1:37,1,12,2,7,
25,2:30,1,7,2,5,
26,,,,,,C
27,4:06,0,0,2,14,
28,2:19,0,0,4,26,
