date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,3:00,5,45,0,0,
3,1:37,7,41,1,7,
4,3:48,6,27,1,7,
5,1:41,6,23,2,8,
6,3:46,5,29,1,1,
7,3:15,5,47,2,7,
8,2:44,7,63,2,4,
9,4:11,6,64,2,3,
10,,,,,,M
11,6:06,4,42,3,9,
12,3:21,3,36,4,16,
13,2:31,3,38,5,30,
14,3:52,5,36,9,53,
15,3:38,4,25,9,61,
16,2:05,2,16,9,76,
17,,,,,,C-R
18,4:00,3,14,4,75,
19,1:22,3,16,3,81,
20,3:18,3,7,4,65,
21,4:17,4,7,4,78,
22,3:28,3,15,5,50,
23,2:39,3,28,4,42,
24,5:51,3,20,3,22,
25,,,,,,M
26,,,,,,R
27,,,,,,C
28,,,,,,R
29,1:10,1,12,3,18,
30,,,,,,C
31,,,,,,C
