date,time,ng,nf,sg,sf,remarks
1,,,,,,
2,12:10,0,0,1,2,
3,12:45,0,0,1,2,
4,11:45,0,0,0,0,
5,12:00,0,0,0,0,
6,12:00,0,0,0,0,
7,9:55,0,0,0,0,
8,,,,,,
9,,,,,,C
10,14:44,0,0,0,0,
11,9:48,0,0,0,0,
12,,,,,,
13,13:15,0,0,0,0,
14,12:28,1,3,0,0,
15,10:50,1,3,0,0,
16,,,,,,
17,,,,,,
18,14:03,1,7,1,1,
19,12:08,1,6,0,0,
20,12:35,1,3,0,0,
21,12:00,1,3,0,0,
22,12:05,1,1,0,0,
23,13:10,0,0,0,0,
24,,,,,,C
25,14:15,0,0,0,0,
26,13:10,0,0,0,0,
27,13:20,0,0,0,0,
28,12:13,0,0,0,0,
29,12:25,0,0,0,0,
30,,,,,,C
