date,time,ng,nf,sg,sf,remarks
1,3:17,2,3,2,25,
2,3:22,2,3,5,33,
3,2:39,2,12,4,43,
4,3:43,2,13,5,45,
5,2:54,4,18,4,60,
6,3:03,2,15,5,55,
7,,,,,,M
8,,,,,,R
9,,,,,,R
10,3:28,0,0,5,88,
11,5:19,1,2,5,70,
12,,,,,,R
13,5:15,0,0,5,65,
14,,,,,,R
15,4:50,0,0,4,67,
16,,,,,,M
17,,,,,,R
18,,,,,,C
19,2:02,1,12,4,23,
20,3:06,2,23,4,13,
21,4:40,4,34,2,3,
22,4:30,4,40,2,18,
23,3:25,4,52,2,21,
24,3:10,4,61,2,18,
25,2:56,5,55,2,13,
26,,,,,,R
27,0:40,4,49,3,11,
28,,,,,,R
29,,,,,,M
30,3:40,4,26,3,10,
31,,,,,,R
