date,time,ng,nf,sg,sf,remarks
1,2:56,0,0,2,6,
2,5:10,0,0,1,4,
3,5:03,0,0,1,6,
4,2:28,0,0,1,2,
5,2:36,0,0,0,0,
6,2:29,0,0,0,0,
7,,,,,,C
8,6:30,0,0,0,0,
9,2:50,0,0,0,0,
10,,,,,,R
11,4:16,0,0,0,0,
12,3:00,0,0,0,0,
13,2:25,0,0,0,0,
14,3:25,1,1,0,0,
15,2:47,0,0,0,0,
16,,,,,,C
17,,,,,,C
18,,,,,,R
19,3:10,0,0,0,0,
20,,,,,,M
21,2:59,0,0,0,0,
22,2:39,0,0,0,0,
23,1:59,1,5,0,0,
24,,,,,,R
25,1:40,0,0,0,0,
26,,,,,,C
27,2:39,0,0,0,0,
28,3:00,0,0,0,0,
29,3:09,0,0,0,0,
30,1:57,0,0,0,0,
