date,time,ng,nf,sg,sf,remarks
1,1:04,3,6,8,39,
2,2:32,5,13,8,38,
3,0:21,4,6,8,34,
4,0:20,6,14,8,44,
5,3:43,6,19,6,42,
6,2:49,5,22,7,49,
7,3:25,6,29,7,47,
8,4:43,7,29,7,34,
9,0:21,7,28,6,60,
10,0:30,6,37,5,39,
11,-60,6,27,5,29,
12,,,,,,M
13,4:59,12,45,4,15,
14,0:07,10,44,5,17,
15,3:02,11,37,3,31,
16,0:11,9,33,4,29,
17,0:03,6,21,5,34,
18,-22,7,27,6,41,
19,1:00,6,52,6,29,
20,,,,,,C
21,,,,,,C
22,2:59,6,51,5,30,
23,3:07,7,49,7,31,
24,,,,,,R
25,3:55,4,35,6,31,
26,,,,,,C
27,0:49,4,23,5,19,
28,0:02,4,22,4,35,
29,0:04,4,27,8,39,
30,,,,,,R
31,2:39,3,14,4,41,
