date,time,ng,nf,sg,sf,remarks
1,3:10,0,0,2,12,
2,3:45,0,0,2,7,
3,3:10,0,0,2,5,
4,2:30,0,0,2,4,
5,2:26,0,0,2,4,
6,3:02,2,5,3,8,
7,2:30,2,6,3,7,
8,,,,,,R-C
9,1:51,1,8,3,10,
10,6:03,3,8,4,12,
11,3:14,2,10,5,16,
12,2:42,3,11,4,23,
13,3:50,1,9,4,22,
14,3:49,1,5,4,29,
15,0:20,0,0,3,39,
16,,,,,,S-R
17,2:23,0,0,3,34,
18,3:12,1,2,3,25,
19,,,,,,S-C
20,2:47,0,0,3,16,
21,2:40,1,9,1,7,
22,2:26,1,9,1,4,
23,3:40,1,2,2,4,
24,,,,,,C
25,0:10,0,0,1,2,
26,,,,,,M
27,2:55,0,0,0,0,
28,2:55,0,0,0,0,
