date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,3:30,0,0,0,0,
3,,,,,,C
4,2:36,0,0,0,0,
5,3:00,0,0,0,0,
6,4:30,0,0,1,8,
7,4:33,0,0,1,5,
8,,,,,,R
9,7:10,0,0,0,0,
10,3:23,0,0,0,0,
11,2:54,0,0,0,0,
12,2:35,0,0,0,0,
13,2:30,0,0,0,0,
14,,,,,,C
15,2:50,0,0,0,0,
16,5:50,0,0,0,0,
17,2:40,0,0,0,0,
18,5:10,0,0,0,0,
19,,,,,,R
20,2:24,0,0,0,0,
21,3:06,0,0,0,0,
22,2:40,0,0,0,0,
23,3:43,0,0,0,0,
24,2:06,0,0,0,0,
25,,,,,,M
26,,,,,,R
27,,,,,,R
28,3:14,0,0,0,0,
29,3:44,0,0,0,0,
30,2:22,0,0,0,0,
31,2:17,0,0,0,0,
