date,time,ng,nf,sg,sf,remarks
1,3:06,1,1,1,29,
2,2:49,1,1,1,24,
3,5:15,2,4,3,27,
4,0:37,2,2,3,30,
5,2:39,2,9,2,12,
6,0:20,2,6,2,4,
7,,,,,,C
8,4:50,1,4,2,3,
9,,,,,,R
10,2:37,0,0,1,2,
11,2:20,0,0,1,1,
12,1:42,0,0,0,0,
13,3:20,0,0,0,0,
14,,,,,,R
15,,,,,,R
16,,,,,,C
17,2:14,0,0,0,0,
18,,,,,,C
19,,,,,,R
20,3:41,0,0,0,0,
21,1:04,0,0,0,0,
22,2:27,0,0,1,1,
23,2:24,0,0,1,1,
24,2:04,0,0,0,0,
25,m1:40,0,0,0,0,
26,,,,,,M
27,2:50,0,0,0,0,
28,2:56,0,0,0,0,
29,3:02,0,0,0,0,
30,2:52,0,0,0,0,
