date,time,ng,nf,sg,sf,remarks
1,,,,,,C-S
2,,,,,,R-C
3,3:29,0,0,4,53,
4,1:52,0,0,3,44,
5,2:25,0,0,3,39,
6,,,,,,R
7,4:54,2,8,5,52,
8,,,,,,C
9,,,,,,R
10,1:05,1,1,9,86,
11,4:21,0,0,9,71,
12,1:37,0,0,10,75,
13,,,,,,C-R
14,,,,,,R
15,6:25,1,16,4,27,
16,3:36,1,17,4,21,
17,,,,,,C-R
18,,,,,,C
19,3:20,2,26,0,0,
20,8:00,2,20,0,0,
21,5:50,2,22,1,3,
22,4:12,2,15,0,0,
23,,,,,,C
24,,,,,,R
25,6:50,0,0,1,6,
26,,,,,,M
27,3:00,0,0,1,8,
28,1:56,0,0,2,15,
29,3:26,0,0,2,28,
30,4:24,1,8,2,17,
