date,time,ng,nf,sg,sf,remarks
1,3:09,7,37,7,38,
2,2:43,7,31,8,48,
3,3:22,6,30,7,46,
4,3:29,5,25,6,44,
5,3:26,5,38,6,43,
6,1:44,7,53,6,58,
7,,,,,,C
8,6:12,5,81,6,92,
9,4:29,6,80,7,96,
10,4:27,8,94,7,97,
11,4:37,7,99,7,95,
12,3:08,6,102,6,62,
13,,,,,,C
14,3:25,8,115,8,42,
15,,,,,,C
16,3:23,8,139,4,27,
17,3:05,7,141,6,54,
18,4:55,7,130,7,69,
19,3:15,8,124,8,97,
20,,,,,,M
21,3:50,9,128,6,111,
22,6:10,8,97,6,77,
23,4:27,7,118,7,89,
24,4:40,4,86,6,59,
25,,,,,,R
26,,,,,,C
27,,,,,,M
28,,,,,,R-C
29,2:53,5,35,6,16,
30,4:35,4,31,7,18,
31,4:01,3,20,5,24,
