date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,2:23,2,24,6,112,naked eye=1a
3,5:30,2,38,6,123,naked eye=1a
4,3:37,2,32,6,101,naked eye=1b
5,,,,,,R
6,,,,,,R
7,,,,,,R
8,,,,,,C
9,,,,,,C-R
10,,,,,,C
11,,,,,,R
12,0:58,4,16,5,41,
13,,,,,,M
14,4:20,5,25,5,42,naked eye=1c
15,4:19,6,33,6,44,naked eye=1c
16,,,,,,M
17,,,,,,R
18,2:16,5,36,3,30,
19,4:27,3,32,4,20,
20,3:06,3,33,4,12,
21,3:44,2,16,5,22,
22,,,,,,M
23,3:41,3,26,4,47,
24,3:07,4,35,6,69,
25,5:52,5,39,5,115,naked eye=1b
26,,,,,,C
27,,,,,,R
28,6:20,3,48,5,116,naked eye=1a
29,3:20,3,64,7,170,naked eye=1a
30,,,,,,C
31,,,,,,C
