date,time,ng,nf,sg,sf,remarks
1,3:30,0,0,0,0,
2,4:30,0,0,0,0,
3,2:21,0,0,0,0,
4,0:52,0,0,0,0,
5,,,,,,C-R
6,0:00,1,8,1,1,
7,2:00,1,4,1,5,
8,2:50,1,2,1,6,
9,,,,,,C-R
10,,,,,,C-R
11,0:20,1,9,1,12,
12,,,,,,C
13,,,,,,R
14,3:03,1,1,1,6,
15,,,,,,R
16,,,,,,R
17,,,,,,C
18,2:04,1,2,0,0,
19,1:31,1,3,0,0,
20,5:00,1,2,0,0,
21,3:02,2,6,0,0,
22,,,,,,C-R
23,2:57,0,0,0,0,
24,2:38,0,0,0,0,
25,2:45,0,0,0,0,
26,2:44,0,0,0,0,
27,1:40,0,0,0,0,
28,2:12,1,2,0,0,
29,0:00,1,5,0,0,
30,1:55,1,9,0,0,
31,2:28,1,8,0,0,
