date,time,ng,nf,sg,sf,remarks
1,m1:00,1,11,6,45,
2,1:41,1,12,7,40,
3,2:37,1,7,5,40,
4,2:55,1,1,5,39,
5,2:41,2,3,8,50,
6,,,,,,C-R
7,,,,,,C
8,,,,,,M
9,,,,,,R
10,3:00,3,16,2,28,naked eye=1c
11,3:34,5,18,3,33,naked eye=1c
12,,,,,,M
13,,,,,,M
14,1:51,3,9,4,12,
15,2:20,3,8,4,17,
16,4:35,3,11,5,24,
17,2:43,3,10,7,47,
18,5:36,1,6,11,72,
19,2:36,1,5,8,81,
20,,,,,,R
21,,,,,,C
22,2:39,0,0,5,58,
23,4:20,1,3,8,61,
24,2:58,2,14,8,53,
25,1:54,2,17,8,59,
26,,,,,,M
27,2:57,2,36,7,34,naked eye=1c
28,2:20,2,36,6,24,naked eye=1c
29,2:59,2,36,6,25,naked eye=1c
30,3:51,2,39,4,17,naked eye=1c
