date,time,ng,nf,sg,sf,remarks
1,13:14,1,2,1,3,
2,,,,,,M
3,,,,,,R
4,,,,,,R
5,13:15,0,0,1,7,
6,15:14,0,0,1,8,
7,14:13,0,0,1,13,
8,13:56,0,0,1,8,
9,14:59,0,0,1,3,
10,,,,,,
11,15:08,1,1,1,3,
12,12:58,1,7,0,0,
13,14:30,1,2,0,0,
14,15:00,0,0,0,0,
15,13:23,0,0,0,0,
16,11:58,0,0,0,0,
17,,,,,,
18,13:13,1,2,0,0,
19,12:20,1,3,0,0,
20,13:51,1,2,0,0,
21,,,,,,C
22,13:34,2,6,0,0,
23,13:20,1,4,0,0,
24,,,,,,C
25,13:20,1,2,0,0,
26,,,,,,C
27,10:45,0,0,0,0,
28,10:31,0,0,0,0,
29,12:21,0,0,0,0,
30,10:55,0,0,0,0,
31,12:00,0,0,0,0,
