date,time,ng,nf,sg,sf,remarks
1,2:27,0,0,1,4,
2,2:50,0,0,2,4,
3,3:49,0,0,2,4,
4,2:55,0,0,2,5,
5,,,,,,R
6,4:20,0,0,1,1,
7,2:26,0,0,0,0,
8,3:10,0,0,0,0,
9,3:06,0,0,0,0,
10,3:05,0,0,0,0,
11,3:37,1,5,0,0,
12,2:50,1,3,0,0,
13,3:06,0,0,0,0,
14,2:30,0,0,0,0,
15,,,,,,C
16,3:10,0,0,0,0,
17,3:05,0,0,0,0,
18,2:22,0,0,0,0,
19,3:04,0,0,0,0,
20,3:04,0,0,0,0,
21,3:19,0,0,0,0,
22,,,,,,M
23,2:55,0,0,0,0,
24,,,,,,M
25,6:55,0,0,0,0,
26,3:20,0,0,1,6,
27,,,,,,C
28,3:00,0,0,0,0,
29,3:07,1,4,0,0,
30,2:30,1,1,0,0,
31,,,,,,C
