date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,0:56,1,16,2,3,
3,0:58,1,14,0,0,
4,4:17,2,29,0,0,
5,3:12,3,32,1,1,
6,,,,,,C
7,3:09,2,19,0,0,
8,2:27,3,17,1,3,
9,3:52,3,8,1,2,
10,3:50,2,10,1,4,
11,,,,,,C
12,4:02,1,15,2,7,
13,2:31,1,21,3,13,
14,2:15,1,23,3,23,
15,,,,,,C
16,,,,,,C
17,3:05,1,22,3,19,
18,3:29,1,20,3,21,
19,,,,,,C
20,,,,,,C
21,0:00,2,5,4,18,
22,3:48,0,0,3,19,
23,2:57,0,0,2,14,
24,,,,,,R
25,,,,,,M
26,,,,,,C
27,3:09,2,20,1,2,
28,4:01,1,37,2,16,
29,3:37,1,32,2,25,
30,2:10,1,30,2,18,
31,,,,,,C
